policy_entropy,time_elapsed,n_updates,ep_reward_mean,fps,explained_variance,serial_timesteps,policy_loss,value_loss,approxkl,total_timesteps,clipfrac,ep_len_mean
0.2796412,1392.0003907680511,748,126.20973830000003,1205,0.37118226289749146,1531904,0.0015562049,2.3319905,0.008806637,1531904,0.10336914,290.08
0.25923496,1393.7001767158508,749,126.20973830000003,1078,0.4232025146484375,1533952,2.5113584e-05,1.9261926,0.0077593797,1533952,0.097753905,290.08
0.25117296,1395.600507736206,750,126.20973830000003,1107,0.4546622633934021,1536000,-0.0011143013,1.7157652,0.007786618,1536000,0.099414065,290.08
0.24033245,1397.4581496715546,751,126.20973830000003,1121,0.5307348668575287,1538048,-0.0019479574,1.4015688,0.009247672,1538048,0.10805664,290.08
0.21811667,1399.2852268218994,752,126.20973830000003,1126,0.5361652672290802,1540096,-0.0032983753,1.2029643,0.010477474,1540096,0.12524414,290.08
0.20628563,1401.1038019657135,753,126.20973830000003,1181,0.6853097081184387,1542144,-0.0011587492,0.80792284,0.008547207,1542144,0.107666016,290.08
0.1915202,1402.8383493423462,754,126.20973830000003,1013,0.6666979789733887,1544192,-0.0019055307,0.7393866,0.01188861,1544192,0.13686523,290.08
0.18540643,1404.8596572875977,755,126.20973830000003,1097,0.7086608707904816,1546240,-0.0019978932,0.66660297,0.013091912,1546240,0.14541015,290.08
0.18444206,1406.7257804870605,756,126.20973830000003,1125,0.7499848008155823,1548288,0.0004925574,0.5654598,0.010762803,1548288,0.12695312,290.08
0.16601014,1408.5468051433563,757,126.20973830000003,1107,0.7867948412895203,1550336,-0.0024897684,0.48468837,0.009541329,1550336,0.11147461,290.08
0.13620046,1410.3970851898193,758,126.20973830000003,1197,0.8623917102813721,1552384,-0.00010872532,0.3378962,0.009553084,1552384,0.113867186,290.08
0.11143386,1412.107400894165,759,126.20973830000003,1109,0.8735830783843994,1554432,0.00065197976,0.2983152,0.009979023,1554432,0.1184082,290.08
0.10776106,1413.9536168575287,760,126.20973830000003,1096,0.8993170335888863,1556480,-0.0016547053,0.25787467,0.010881766,1556480,0.13530274,290.08
0.097790614,1415.8215835094452,761,126.20973830000003,1099,0.907160647213459,1558528,-0.0029701274,0.23634472,0.011494106,1558528,0.12504883,290.08
0.08714244,1417.6844625473022,762,126.20973830000003,1083,0.9373729079961777,1560576,-0.00022395952,0.1622153,0.0108781895,1560576,0.124902345,290.08
0.075976364,1419.5757246017456,763,126.20973830000003,1127,0.9363236278295517,1562624,-0.003104065,0.17497922,0.01182942,1562624,0.1425293,290.08
0.07355294,1421.3926751613617,764,126.20973830000003,1157,0.9514940530061722,1564672,-0.004017031,0.13903788,0.015190685,1564672,0.16123047,290.08
0.086091556,1423.1623079776764,765,126.20973830000003,1127,0.9573506861925125,1566720,-0.0022866079,0.12583198,0.010107165,1566720,0.12592773,290.08
0.092129365,1424.9797711372375,766,126.20973830000003,1112,0.9643736816942692,1568768,-0.0038180929,0.09833594,0.011996763,1568768,0.140625,290.08
0.09300461,1426.8209347724915,767,126.20973830000003,1152,0.9627996273338795,1570816,-0.0037997637,0.11853294,0.010221717,1570816,0.12543945,290.08
0.08032562,1428.5983173847198,768,126.20973830000003,1145,0.970595208927989,1572864,-0.003980724,0.094902694,0.011524397,1572864,0.13979492,290.08
0.072055444,1430.387554883957,769,126.20973830000003,1042,0.9708850495517254,1574912,-0.0025168497,0.10870896,0.011651436,1574912,0.1338379,290.08
0.08094312,1432.3525791168213,770,126.20973830000003,1150,0.9741323906928301,1576960,-0.0011789321,0.09160806,0.012471426,1576960,0.14038086,290.08
0.09319617,1434.1327769756317,771,380.92917096,1133,0.48001229763031006,1579008,-0.00540647,39.13015,0.018291123,1579008,0.1222168,854.35
0.11571576,1435.9396324157715,772,341.3482419299999,1098,0.00837695598602295,1581056,-0.005087451,93.64521,0.011892013,1581056,0.12080078,770.3
0.14045398,1437.8049488067627,773,322.3448707199999,1147,0.4117159843444824,1583104,-0.0028657755,54.199303,0.01022436,1583104,0.12084961,730.63
0.1530267,1439.5898873806,774,18.52918626,1156,0.36419397592544556,1585152,9.872361e-05,63.443104,0.009776027,1585152,0.112939455,64.85
0.15886891,1441.3610472679138,775,21.339637160000002,1169,0.6925972998142242,1587200,-0.0028785318,32.569393,0.007997443,1587200,0.09511719,72.43
0.16409178,1443.1207249164581,776,21.693616159999998,1106,0.7006377875804901,1589248,-0.002192586,38.94323,0.007275533,1589248,0.08291016,72.52
0.16148345,1444.972546339035,777,23.51873634,1138,0.7495236992835999,1591296,-0.004220909,27.869953,0.0070177554,1591296,0.08710937,77.46
0.16859499,1446.771962404251,778,24.165010260000003,1172,0.697115033864975,1593344,-0.004815277,34.357094,0.008139774,1593344,0.09331055,77.89
0.17537883,1448.5185692310333,779,23.411130349999997,1145,0.761710062623024,1595392,-0.0039108978,26.41753,0.008378762,1595392,0.08681641,76.06
0.17742662,1450.3063158988953,780,23.58551819,1156,0.758340522646904,1597440,-0.0036003094,27.816263,0.008471112,1597440,0.10249023,76.58
0.18969247,1452.0774025917053,781,22.991060949999998,1111,0.7682799994945526,1599488,-0.008894542,21.27373,0.013166765,1599488,0.13671875,75.11
0.20002112,1453.9206261634827,782,25.20481358,1102,0.7995798289775848,1601536,-0.007251711,19.797813,0.011065948,1601536,0.11972656,81.21
0.21479027,1455.7786066532135,783,24.36054629,1142,0.845679834485054,1603584,-0.0057711876,18.752663,0.013260322,1603584,0.140625,78.23
0.22726019,1457.5724952220917,784,25.442506300000005,1102,0.7691328227519989,1605632,-0.004488633,18.961903,0.012093881,1605632,0.13564453,81.74
0.23566096,1459.4300472736359,785,27.079410820000007,1109,0.816547691822052,1607680,-0.008604354,13.174617,0.009433822,1607680,0.11459961,86.41
0.24757373,1461.2767088413239,786,30.643822500000002,1082,0.8752094656229019,1609728,-0.0044512954,8.206623,0.006824167,1609728,0.07729492,96.84
0.2520417,1463.1696608066559,787,32.685893,1128,0.8541094958782196,1611776,-0.002479422,10.662658,0.0059388313,1611776,0.07124023,102.14
0.24673624,1464.98513007164,788,36.317706550000004,1106,0.7818798422813416,1613824,-0.004586921,14.581215,0.005461089,1613824,0.06875,112.22
0.24477704,1466.8367037773132,789,38.66033204,1120,0.8139730095863342,1615872,-0.005454858,10.475741,0.010458324,1615872,0.1065918,119.89
0.25565276,1468.66468667984,790,41.105835979999995,1146,0.8592447489500046,1617920,-0.0065318136,7.663539,0.007850216,1617920,0.09106445,126.44
0.2516859,1470.4524855613708,791,42.302255259999995,1104,0.856916755437851,1619968,0.00051957404,8.519798,0.008584994,1619968,0.093164064,129.24
0.2514773,1472.3068931102753,792,42.09122553,1146,0.9236526191234589,1622016,-0.005643493,4.186181,0.009292742,1622016,0.110644534,128.32
0.26117167,1474.0944335460663,793,43.94024822,1122,0.9117084369063377,1624064,0.00044362908,4.3021684,0.010259586,1624064,0.113623045,134.43
0.26509446,1475.919501543045,794,45.043634180000005,1127,0.8667324185371399,1626112,-0.0020471935,7.725492,0.00771823,1626112,0.085839845,137.65
0.25691777,1477.7358708381653,795,46.77752246,1141,0.5841098129749298,1628160,-6.099895e-05,12.287836,0.014883054,1628160,0.14560547,142.61
0.23281595,1479.5305347442627,796,46.77752246,1027,0.2342659831047058,1630208,0.0046187965,15.262093,0.013102539,1630208,0.13789062,142.61
0.20452277,1481.5247588157654,797,46.77752246,1028,0.15015149116516113,1632256,0.0021761502,14.581912,0.009763803,1632256,0.107226565,142.61
0.18991247,1483.5161986351013,798,46.77752246,1112,0.0646125078201294,1634304,0.0008116645,13.804186,0.008128537,1634304,0.105322264,142.61
0.19053431,1485.3571655750275,799,46.77752246,1149,0.02637195587158203,1636352,0.00061530183,11.64694,0.007307382,1636352,0.08544922,142.61
0.18689519,1487.1392140388489,800,46.77752246,1150,-0.07762646675109863,1638400,-0.0007355913,11.255868,0.011124182,1638400,0.12211914,142.61
0.18009949,1488.9305164813995,801,46.77752246,1030,-0.04812049865722656,1640448,0.0018962391,10.219734,0.009841267,1640448,0.10893555,142.61
0.17402631,1490.9187226295471,802,46.77752246,1018,-0.047444820404052734,1642496,0.001486114,8.757615,0.009427721,1642496,0.10839844,142.61
0.16274042,1492.9303231239319,803,46.77752246,1103,0.08766567707061768,1644544,0.0001874604,6.555702,0.009410881,1644544,0.10600586,142.61
0.13936976,1494.786898612976,804,46.77752246,1058,0.07051616907119751,1646592,-0.000107689855,6.0038,0.007823935,1646592,0.08642578,142.61
0.1159117,1496.7231192588806,805,46.77752246,1096,0.1481577754020691,1648640,-0.001867064,4.6836634,0.010829149,1648640,0.11323242,142.61
0.08613901,1498.5914044380188,806,46.77752246,1089,0.2698352336883545,1650688,0.0025475754,3.5541997,0.00697949,1650688,0.080029294,142.61
0.053684544,1500.4716713428497,807,46.77752246,1140,0.22849833965301514,1652736,8.339887e-05,3.391112,0.011077291,1652736,0.11899414,142.61
0.023760509,1502.267650604248,808,46.77752246,995,0.3641989231109619,1654784,-0.00224885,2.5953574,0.014177263,1654784,0.12998047,142.61
0.0055144946,1504.325359582901,809,46.77752246,1048,0.4438995122909546,1656832,-0.0014577013,1.954491,0.013539748,1656832,0.1503418,142.61
-0.0019278172,1506.2802498340607,810,46.77752246,1059,0.44769954681396484,1658880,-1.5432155e-05,1.9190123,0.013496203,1658880,0.12539062,142.61
-0.014440996,1508.213474035263,811,46.77752246,1070,0.511886715888977,1660928,-0.0021859868,1.5478103,0.012093958,1660928,0.11625977,142.61
-0.03410562,1510.1266870498657,812,46.77752246,1102,0.5863907337188721,1662976,0.0006827448,1.1776829,0.009117717,1662976,0.10654297,142.61
-0.041403826,1511.9851789474487,813,46.77752246,1044,0.638710081577301,1665024,0.00059236825,0.94312495,0.0124297,1665024,0.1140625,142.61
-0.055767477,1513.9461216926575,814,46.77752246,939,0.7224099934101105,1667072,-0.003695169,0.65969664,0.010804731,1667072,0.12519531,142.61
-0.075912334,1516.1260650157928,815,46.77752246,1051,0.7993719279766083,1669120,-0.0010156452,0.4445424,0.010808653,1669120,0.12226562,142.61
-0.09096854,1518.0751020908356,816,46.77752246,1075,0.8037424087524414,1671168,0.0007601054,0.40081406,0.012059749,1671168,0.13217774,142.61
-0.0930793,1519.9799962043762,817,46.77752246,1125,0.8338568359613419,1673216,1.164315e-05,0.3182674,0.01055223,1673216,0.12216797,142.61
-0.08419236,1521.7998270988464,818,46.77752246,1119,0.8587307631969452,1675264,-8.152136e-05,0.29509914,0.010628803,1675264,0.11782227,142.61
-0.08153679,1523.630192041397,819,46.77752246,1084,0.8849466070532799,1677312,-0.00034613692,0.2509616,0.011863606,1677312,0.14106445,142.61
-0.076971605,1525.5203499794006,820,46.77752246,1037,0.9118160903453827,1679360,0.00042799712,0.19943622,0.011327455,1679360,0.12416992,142.61
-0.06864001,1527.4944729804993,821,46.77752246,978,0.9325716719031334,1681408,-0.0035216485,0.15081665,0.013781282,1681408,0.1415039,142.61
-0.07608605,1529.588573217392,822,46.77752246,1020,0.8071933835744858,1683456,-0.0010244115,0.41669625,0.009308639,1683456,0.10708008,142.61
-0.0868402,1531.5963163375854,823,46.77752246,1056,-0.24124670028686523,1685504,0.0027331328,4.8528676,0.012196118,1685504,0.12573242,142.61
-0.08283689,1533.5355002880096,824,46.77752246,1099,0.2980896830558777,1687552,0.002803503,1.8213046,0.011413616,1687552,0.13266602,142.61
-0.08236228,1535.3987567424774,825,46.77752246,1071,0.5052743256092072,1689600,0.0022752956,1.3048866,0.010022328,1689600,0.11186524,142.61
-0.08684261,1537.3246886730194,826,46.77752246,1064,0.5278017222881317,1691648,-0.00064160686,1.0683135,0.012112425,1691648,0.1331543,142.61
-0.08292072,1539.2494132518768,827,46.77752246,1068,0.6882589161396027,1693696,-0.00026552402,0.600891,0.012734574,1693696,0.13808593,142.61
-0.08348368,1541.1671850681305,828,46.77752246,1109,0.8270496875047684,1695744,0.002288934,0.29769334,0.0103410315,1695744,0.124658205,142.61
-0.08472243,1543.0143551826477,829,46.77752246,1132,0.8971707671880722,1697792,-0.0011190231,0.15436031,0.009531507,1697792,0.11557617,142.61
-0.08929466,1544.8229167461395,830,46.77752246,1155,0.9278092086315155,1699840,-0.0009918119,0.10489912,0.009503328,1699840,0.109960936,142.61
-0.10503481,1546.5961773395538,831,46.77752246,1062,0.9423003681004047,1701888,0.0010536619,0.07296889,0.009280754,1701888,0.107617185,142.61
-0.114064515,1548.5240650177002,832,46.77752246,1055,0.9577317349612713,1703936,0.0020631948,0.04198118,0.0098198345,1703936,0.122363284,142.61
-0.117005266,1550.4646346569061,833,46.77752246,1147,0.9754053074866533,1705984,-0.0011746429,0.030615266,0.009835654,1705984,0.11723633,142.61
-0.12448422,1552.2500998973846,834,46.77752246,1119,0.9774516858160496,1708032,0.0005730229,0.017310511,0.009768778,1708032,0.11054687,142.61
-0.12984328,1554.079684972763,835,46.77752246,1094,0.9887482291087508,1710080,-0.00014921282,0.008652287,0.011165217,1710080,0.12910156,142.61
-0.13867454,1555.9520716667175,836,46.77752246,1057,0.9925424847751856,1712128,-0.0023802477,0.007277922,0.012768954,1712128,0.14047852,142.61
-0.16519219,1557.8904013633728,837,46.77752246,1112,0.9940164089202881,1714176,-0.0011241889,0.0071821236,0.011844457,1714176,0.12363281,142.61
-0.18323812,1559.7315351963043,838,46.77752246,1145,0.9910846082493663,1716224,-0.0001896555,0.013705115,0.011014496,1716224,0.12963867,142.61
-0.18809034,1561.519865989685,839,46.77752246,1148,0.9949042201042175,1718272,-0.0018563867,0.0069098347,0.012726722,1718272,0.14868164,142.61
-0.19783297,1563.3042421340942,840,46.77752246,1122,0.9948166119866073,1720320,-0.0023981775,0.0057886504,0.013686757,1720320,0.15253906,142.61
-0.20554712,1565.1302211284637,841,46.77752246,1031,0.9955406109802425,1722368,-0.0020576348,0.0046506287,0.0107919555,1722368,0.12749024,142.61
-0.20512971,1567.1162459850311,842,46.77752246,1135,0.995806785300374,1724416,-0.003751085,0.0053561865,0.015645955,1724416,0.16547851,142.61
-0.21382801,1568.920021057129,843,46.77752246,1129,0.9964033029973507,1726464,-0.00047693672,0.004508637,0.013146023,1726464,0.14550781,142.61
-0.21961758,1570.7337985038757,844,46.77752246,1140,0.9966034134849906,1728512,-0.0019882913,0.004612776,0.011145245,1728512,0.13481446,142.61
-0.22231051,1572.5300030708313,845,46.77752246,1078,0.9963387816678733,1730560,-0.0036764373,0.005586254,0.012655431,1730560,0.14189453,142.61
-0.22779942,1574.429728269577,846,46.77752246,986,0.9963607683312148,1732608,-0.0034116008,0.003992179,0.013435582,1732608,0.1494629,142.61
-0.23347242,1576.5067918300629,847,46.77752246,1103,0.9970127046108246,1734656,-0.0010242572,0.004647528,0.013276945,1734656,0.14853516,142.61
-0.23284352,1578.3628034591675,848,46.77752246,1125,0.9963209468405694,1736704,-0.0029935567,0.0057095247,0.014349056,1736704,0.15756837,142.61
-0.24069741,1580.1835515499115,849,46.77752246,1116,0.9965128132607788,1738752,-0.0018628661,0.0061870716,0.015518369,1738752,0.16733399,142.61
-0.25788644,1582.0189864635468,850,46.77752246,1088,0.9965555067174137,1740800,0.0008633432,0.0075223213,0.011260016,1740800,0.13457032,142.61
-0.26583084,1583.91663813591,851,46.77752246,1096,0.9975372080225497,1742848,-0.0026647463,0.004912896,0.016168535,1742848,0.1673828,142.61
-0.27201054,1585.7851848602295,852,46.77752246,1121,0.9963710252195597,1744896,-0.00083918485,0.007445318,0.0150223775,1744896,0.15454102,142.61
-0.27928507,1587.6123585700989,853,46.77752246,1143,0.9970477288588881,1746944,-0.0062733153,0.006699988,0.013832574,1746944,0.159375,142.61
-0.27777487,1589.4038021564484,854,46.77752246,1128,0.99700798233971,1748992,-0.004445,0.0048241084,0.016939342,1748992,0.1586914,142.61
-0.2763712,1591.2201075553894,855,46.77752246,1003,0.9966547610238194,1751040,-0.0024619019,0.006039969,0.011819806,1751040,0.1421875,142.61
-0.27614343,1593.2625308036804,856,46.77752246,1066,0.9971859501674771,1753088,0.00031671056,0.004892473,0.013460445,1753088,0.1484375,142.61
-0.27536777,1595.1828200817108,857,46.77752246,1000,0.9980937552172691,1755136,-0.0053525777,0.0037338412,0.016085943,1755136,0.1859375,142.61
-0.28325695,1597.230464220047,858,46.77752246,1091,0.9979007786605507,1757184,4.6778237e-06,0.0044203657,0.014012766,1757184,0.15864258,142.61
-0.28655604,1599.1073665618896,859,46.77752246,1171,0.9979411505628377,1759232,-0.0038527693,0.003335158,0.021151856,1759232,0.1953125,142.61
-0.3002363,1600.8559594154358,860,46.77752246,1084,0.9970478001050651,1761280,-0.0044170674,0.005284342,0.015087138,1761280,0.17094727,142.61
-0.3087493,1602.7449836730957,861,46.77752246,1135,0.9969810161273926,1763328,-0.0053981384,0.004352133,0.014732386,1763328,0.16987304,142.61
-0.31326732,1604.549201965332,862,46.77752246,1097,0.9944718321785331,1765376,-0.00021904179,0.005685049,0.014407526,1765376,0.14448242,142.61
-0.32262912,1606.4165782928467,863,46.77752246,1009,0.995100015308708,1767424,-0.0028951904,0.0068455534,0.014901372,1767424,0.15737304,142.61
-0.31958383,1608.4454777240753,864,46.77752246,1146,0.9963089004158974,1769472,0.002022685,0.003781795,0.012583802,1769472,0.13569336,142.61
-0.308289,1610.2330729961395,865,46.77752246,1119,0.9971107444725931,1771520,0.00045541362,0.006000002,0.012918497,1771520,0.15092774,142.61
-0.30806413,1612.0638301372528,866,46.77752246,1126,0.9973017026204616,1773568,-0.001897995,0.0036800678,0.012588963,1773568,0.14770508,142.61
-0.30177462,1613.8826439380646,867,46.77752246,1152,0.9959202772006392,1775616,-0.0072326222,0.007576467,0.01421376,1775616,0.16171876,142.61
-0.3015462,1615.659616947174,868,46.77752246,1147,0.9960564021021128,1777664,-0.00042541634,0.005635833,0.01465334,1777664,0.16396484,142.61
-0.29956716,1617.4447746276855,869,46.77752246,1068,0.9977077215444297,1779712,-0.002286388,0.0041815275,0.012752706,1779712,0.14765625,142.61
-0.3017033,1619.3616540431976,870,46.77752246,1000,0.989535503089428,1781760,0.00157415,0.018056992,0.0149855865,1781760,0.16103515,142.61
-0.30538458,1621.4098341464996,871,46.77752246,1030,0.9979189045261592,1783808,-0.00018022387,0.0038354683,0.015309477,1783808,0.17011718,142.61
-0.3138028,1623.3982260227203,872,46.77752246,1115,0.9979370906949043,1785856,-0.0029934705,0.0050091064,0.015676195,1785856,0.17299804,142.61
-0.3332568,1625.2349750995636,873,46.77752246,1132,0.9975106322672218,1787904,-0.0017348271,0.0044191363,0.017127153,1787904,0.18652344,142.61
-0.3447519,1627.043491601944,874,46.77752246,980,0.9971785843372345,1789952,-0.0018448327,0.0058620675,0.016572913,1789952,0.17973633,142.61
-0.3440295,1629.132841348648,875,46.77752246,1011,0.9967980210203677,1792000,-0.004395816,0.008013579,0.014710742,1792000,0.16518554,142.61
-0.3406398,1631.1666927337646,876,46.77752246,1137,0.9982419725274667,1794048,-0.0018042373,0.0053618774,0.013451023,1794048,0.15131836,142.61
-0.33868545,1632.9672257900238,877,46.77752246,1037,0.9970967187546194,1796096,0.0015104071,0.0053223916,0.016130593,1796096,0.17280273,142.61
-0.33994085,1634.9413175582886,878,46.77752246,1045,0.9976661237888038,1798144,0.0019400616,0.0056008827,0.010192318,1798144,0.118896484,142.61
-0.33298367,1636.9018685817719,879,46.77752246,1119,0.9981624498032033,1800192,-0.0010291013,0.0038085543,0.017125297,1800192,0.17304687,142.61
-0.3293843,1638.7314937114716,880,46.77752246,996,0.9980940598761663,1802240,-0.003996187,0.0047669606,0.016357102,1802240,0.17988281,142.61
-0.33479735,1640.788541316986,881,46.77752246,1029,0.9978709816932678,1804288,-0.0027535744,0.006214178,0.012975809,1804288,0.15800782,142.61
-0.33386496,1642.7793016433716,882,46.77752246,1112,0.9895479427650571,1806336,0.004467595,0.020671403,0.016753133,1806336,0.17954102,142.61
-0.33752397,1644.6217641830444,883,46.77752246,1123,0.9982519451295957,1808384,-0.002359719,0.004590796,0.015563814,1808384,0.17480469,142.61
-0.35583583,1646.4448544979095,884,46.77752246,1016,0.9981264056405053,1810432,-0.0020522224,0.0053684777,0.015210067,1810432,0.165625,142.61
-0.35917854,1648.459433555603,885,46.77752246,991,0.9977321296464652,1812480,-0.003647675,0.006340357,0.013459267,1812480,0.15620117,142.61
-0.3560282,1650.5246646404266,886,46.77752246,1138,0.9977969210594893,1814528,-0.001289602,0.004954041,0.015063202,1814528,0.17006835,142.61
-0.37076378,1652.3245372772217,887,46.77752246,1048,0.9988290981855243,1816576,-0.00565181,0.003492695,0.016421404,1816576,0.17651367,142.61
-0.38714096,1654.279129266739,888,46.77752246,979,0.9984380914829671,1818624,-0.0018276485,0.0038901523,0.020792905,1818624,0.1998047,142.61
-0.40149283,1656.371779203415,889,46.77752246,1052,0.9986032951856032,1820672,-0.00081790966,0.0039313366,0.014801209,1820672,0.15810546,142.61
-0.41240877,1658.317750453949,890,46.77752246,1101,0.9965716330334544,1822720,-0.00014482156,0.010106188,0.014757586,1822720,0.14985351,142.61
-0.40584302,1660.1778092384338,891,46.77752246,1100,0.997828003950417,1824768,-0.0002948918,0.005615209,0.017551187,1824768,0.18061523,142.61
-0.39944428,1662.0391137599945,892,46.77752246,985,0.9959244201891124,1826816,-0.0024021172,0.012604101,0.017873658,1826816,0.19506836,142.61
-0.39589864,1664.1173808574677,893,46.77752246,1095,0.9045913070440292,1828864,-0.0036903876,0.54230297,0.024837065,1828864,0.1830078,142.61
-0.38767767,1665.9883806705475,894,975.6147044,1096,0.44784480333328247,1830912,-0.00019510208,80.576866,0.017131153,1830912,0.1584961,2160.82
-0.369463,1667.856230020523,895,959.6934463599999,1133,-0.022979021072387695,1832960,0.00069012045,193.35495,0.0232362,1832960,0.20927735,2116.22
-0.3508733,1669.6629197597504,896,11.19500055,1084,0.12638771533966064,1835008,-0.00084722496,164.11374,0.01462769,1835008,0.16391602,42.33
-0.34335533,1671.5511870384216,897,11.316951009999999,1124,0.2319028377532959,1837056,0.0011341425,143.56386,0.011675271,1837056,0.14111328,42.58
-0.339796,1673.3723256587982,898,11.751400550000001,1127,0.253256618976593,1839104,0.0020381578,112.37239,0.01276952,1839104,0.13935547,44.12
-0.33277503,1675.1888089179993,899,11.886261619999996,1130,0.33757340908050537,1841152,0.0026167526,98.4638,0.014348023,1841152,0.15444335,44.5
-0.3148714,1677.008770942688,900,11.609010349999998,1134,0.37471306324005127,1843200,0.0010746547,80.81688,0.016207868,1843200,0.16357422,43.73
-0.30867454,1678.821721315384,901,11.691646379999998,1124,0.4542136788368225,1845248,-0.0004805755,71.63874,0.010879525,1845248,0.12797852,44.22
-0.3056182,1680.644365787506,902,11.172279369999998,1125,0.50728839635849,1847296,-0.0010235788,61.622814,0.010946059,1847296,0.12788086,42.36
-0.3076438,1682.473466873169,903,10.746284779999998,1111,0.48016059398651123,1849344,0.0012848278,52.18764,0.01644868,1849344,0.17910156,40.84
-0.31535435,1684.3178203105927,904,10.838574079999999,1081,0.5425741374492645,1851392,-0.0006710282,42.859318,0.011994179,1851392,0.1430664,40.87
-0.31269002,1686.2129499912262,905,11.188390519999995,1055,0.516633152961731,1853440,-0.0023688816,33.11142,0.012065538,1853440,0.12929687,41.76
-0.29678148,1688.1532213687897,906,11.335051450000002,1119,0.5057072341442108,1855488,-0.002145342,29.0272,0.017868696,1855488,0.17280273,42.3
-0.28932965,1689.983080148697,907,11.82327234,1097,0.5787597596645355,1857536,0.004216022,21.305883,0.01074451,1857536,0.13398437,44.49
-0.29715437,1691.8491134643555,908,11.98409203,1073,0.649497777223587,1859584,-0.001682071,20.865038,0.009266033,1859584,0.111523435,44.71
-0.30284232,1693.7577090263367,909,11.809154770000005,1144,0.5694149434566498,1861632,0.00047620028,18.497738,0.012597973,1861632,0.12758788,43.77
-0.2855472,1695.5478057861328,910,11.789528919999999,1109,0.6594198942184448,1863680,0.0006805256,15.019595,0.013978245,1863680,0.16083984,43.8
-0.27865908,1697.394258260727,911,11.277083269999999,1111,0.6884045600891113,1865728,0.0021304474,13.228595,0.017086219,1865728,0.17573242,42.35
-0.2789058,1699.2373960018158,912,11.596638910000001,1109,0.6667827069759369,1867776,0.0007989068,13.167856,0.012012048,1867776,0.1269043,43.48
-0.27963525,1701.084692955017,913,11.853712280000002,1081,0.6951249837875366,1869824,-0.005790158,10.220785,0.014163556,1869824,0.15131836,44.19
-0.27272782,1702.9880650043488,914,12.50118879,1065,0.6858746707439423,1871872,0.0015132831,8.835236,0.00918952,1871872,0.10498047,46.16
-0.2640134,1704.910561323166,915,12.735631189999998,1117,0.6922933757305145,1873920,0.00059671036,6.972702,0.01806699,1873920,0.17329101,47.41
-0.25049543,1706.7443442344666,916,11.990129999999999,1147,0.6878848373889923,1875968,-0.0020849775,6.9963255,0.010467817,1875968,0.12753907,45.14
-0.23591118,1708.5303463935852,917,12.598783500000001,1082,0.7493625283241272,1878016,-0.0055187307,6.2010746,0.011996696,1878016,0.13823242,46.71
-0.23578253,1710.4229233264923,918,12.839375800000001,1100,0.7424904108047485,1880064,-0.0014978297,5.192563,0.009517548,1880064,0.11298828,47.28
-0.23763315,1712.2842605113983,919,11.804282409999999,1137,0.6807654201984406,1882112,-0.0010629279,4.464534,0.012309818,1882112,0.14023438,43.99
