#{"t_start": 1573246113.6511068, "env_id": null}
r,l,t
14.082557,56,3.572454
50.804068,183,4.362523
48.937732,148,4.964873
47.959545,145,5.478735
109.259594,252,6.594453
46.542549,134,7.201393
48.309286,145,7.879658
54.197741,142,8.454629
99.302951,243,9.510376
107.186862,240,10.595697
45.622746,138,11.189698
15.504808,63,11.469157
39.877508,128,12.003503
45.899813,136,12.575111
44.922061,138,13.082715
