#{"t_start": 1573246001.4838545, "env_id": null}
r,l,t
46.196484,123,3.936892
9.508881,39,4.101791
49.746933,141,4.646283
13.138329,45,4.844439
189.927288,413,6.768379
91.359335,233,7.542961
50.281962,161,8.134624
11.863581,40,8.316555
92.896394,223,9.280327
15.978423,55,9.501491
7.898625,34,9.661875
96.622702,236,10.663211
14.359026,52,10.870546
